statecode,code,title,Level,employment,Employment RSE,"Employment per 1,000 jobs",Location quotient,Median hourly wage,Mean hourly wage,Annual mean wage,Mean wage RSE
NY,43-0000,Office and Administrative Support Occupations,major,1172410,0.80%,135.241,1.04,$22.55 ,$24.32 ,"$50,590 ",0.30%
NY,45-0000,"Farming, Fishing, and Forestry Occupations",major,4530,14.70%,0.523,0.16,$16.60 ,$18.92 ,"$39,360 ",2.70%
NY,47-0000,Construction and Extraction Occupations,major,311160,1.20%,35.893,0.86,$29.30 ,$33.69 ,"$70,070 ",0.90%
NY,49-0000,"Installation, Maintenance, and Repair Occupations",major,321770,1.60%,37.117,0.94,$27.45 ,$28.56 ,"$59,400 ",1.00%
NY,51-0000,Production Occupations,major,283820,0.90%,32.739,0.55,$18.37 ,$22.14 ,"$46,040 ",0.40%
NY,53-0000,Transportation and Material Moving Occupations,major,582750,0.80%,67.222,0.75,$18.41 ,$23.02 ,"$47,880 ",0.40%
NC,11-0000,Management Occupations,major,245160,0.80%,55.441,0.88,$48.98 ,$58.00 ,"$120,650 ",0.40%
NC,13-0000,Business and Financial Operations Occupations,major,286320,0.90%,64.749,1.01,$36.20 ,$38.86 ,"$80,830 ",0.50%
NC,15-0000,Computer and Mathematical Occupations,major,161780,1.30%,36.585,1.11,$47.37 ,$47.17 ,"$98,110 ",0.70%
NC,17-0000,Architecture and Engineering Occupations,major,66050,1.50%,14.938,0.86,$37.29 ,$39.81 ,"$82,790 ",0.80%
NC,19-0000,"Life, Physical, and Social Science Occupations",major,40110,1.90%,9.07,1,$30.83 ,$36.65 ,"$76,230 ",1.20%
NC,21-0000,Community and Social Service Occupations,major,54500,1.50%,12.325,0.78,$22.85 ,$24.13 ,"$50,190 ",0.80%
NC,23-0000,Legal Occupations,major,28070,1.70%,6.348,0.76,$29.89 ,$43.66 ,"$90,820 ",2.40%
NC,25-0000,Educational Instruction and Library Occupations,major,261920,0.50%,59.231,1.02,$23.04 ,$25.63 ,"$53,310 ",0.50%
NC,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,44560,2.60%,10.076,0.78,$23.47 ,$28.18 ,"$58,610 ",1.20%
NC,29-0000,Healthcare Practitioners and Technical Occupations,major,289650,0.60%,65.501,1.05,$29.71 ,$38.73 ,"$80,570 ",0.60%
NC,31-0000,Healthcare Support Occupations,major,169650,1.10%,38.365,0.82,$14.00 ,$14.79 ,"$30,770 ",0.40%
NC,33-0000,Protective Service Occupations,major,102920,0.80%,23.274,0.97,$18.75 ,$21.00 ,"$43,680 ",0.50%
NC,35-0000,Food Preparation and Serving Related Occupations,major,374400,0.80%,84.668,1.06,$10.99 ,$12.29 ,"$25,560 ",0.80%
NC,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,126470,0.90%,28.6,0.98,$13.86 ,$14.50 ,"$30,170 ",0.60%
NC,39-0000,Personal Care and Service Occupations,major,68520,1.30%,15.494,0.85,$13.20 ,$14.71 ,"$30,590 ",0.90%
NC,41-0000,Sales and Related Occupations,major,460320,0.60%,104.098,1.11,$14.13 ,$21.05 ,"$43,780 ",0.70%
NC,43-0000,Office and Administrative Support Occupations,major,540650,0.60%,122.263,0.94,$17.91 ,$19.30 ,"$40,140 ",0.20%
NC,45-0000,"Farming, Fishing, and Forestry Occupations",major,7260,4.50%,1.641,0.51,$15.24 ,$16.74 ,"$34,820 ",1.60%
NC,47-0000,Construction and Extraction Occupations,major,173640,1.10%,39.267,0.95,$21.01 ,$22.01 ,"$45,780 ",0.50%
NC,49-0000,"Installation, Maintenance, and Repair Occupations",major,188400,0.90%,42.605,1.08,$22.78 ,$24.04 ,"$50,000 ",0.40%
NC,51-0000,Production Occupations,major,314040,0.60%,71.017,1.19,$17.51 ,$18.69 ,"$38,880 ",0.30%
NC,53-0000,Transportation and Material Moving Occupations,major,417620,0.70%,94.442,1.05,$15.04 ,$17.99 ,"$37,420 ",0.30%
ND,11-0000,Management Occupations,major,20520,1.50%,51.94,0.82,$45.25 ,$48.38 ,"$100,620 ",1.00%
ND,13-0000,Business and Financial Operations Occupations,major,18680,1.70%,47.283,0.74,$30.31 ,$34.15 ,"$71,030 ",0.80%
ND,15-0000,Computer and Mathematical Occupations,major,6780,4.20%,17.17,0.52,$33.18 ,$35.12 ,"$73,050 ",2.50%
ND,17-0000,Architecture and Engineering Occupations,major,5270,3.00%,13.34,0.77,$37.61 ,$39.92 ,"$83,020 ",1.30%
ND,19-0000,"Life, Physical, and Social Science Occupations",major,4090,4.60%,10.358,1.15,$30.14 ,$33.49 ,"$69,660 ",1.70%
ND,21-0000,Community and Social Service Occupations,major,5410,2.00%,13.707,0.86,$25.59 ,$26.38 ,"$54,870 ",0.50%
ND,23-0000,Legal Occupations,major,2270,2.20%,5.735,0.69,$36.66 ,$41.72 ,"$86,770 ",3.70%
ND,25-0000,Educational Instruction and Library Occupations,major,23290,0.50%,58.955,1.01,$23.39 ,$26.29 ,"$54,680 ",0.50%
ND,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,4620,4.80%,11.696,0.91,$18.69 ,$22.24 ,"$46,270 ",2.00%
ND,29-0000,Healthcare Practitioners and Technical Occupations,major,29690,1.40%,75.166,1.21,$29.49 ,$37.39 ,"$77,770 ",1.00%
ND,31-0000,Healthcare Support Occupations,major,17040,1.40%,43.135,0.92,$17.68 ,$17.49 ,"$36,390 ",0.50%
ND,33-0000,Protective Service Occupations,major,7430,3.50%,18.819,0.78,$23.57 ,$25.90 ,"$53,870 ",1.20%
ND,35-0000,Food Preparation and Serving Related Occupations,major,31370,1.50%,79.4,1,$13.96 ,$14.18 ,"$29,490 ",0.80%
ND,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,13020,2.10%,32.951,1.13,$14.77 ,$16.72 ,"$34,780 ",0.80%
ND,39-0000,Personal Care and Service Occupations,major,11020,2.60%,27.891,1.53,$13.63 ,$14.65 ,"$30,460 ",1.10%
ND,41-0000,Sales and Related Occupations,major,35600,1.40%,90.119,0.96,$17.49 ,$21.33 ,"$44,360 ",1.10%
ND,43-0000,Office and Administrative Support Occupations,major,47110,0.90%,119.253,0.92,$18.29 ,$20.67 ,"$43,000 ",0.40%
ND,45-0000,"Farming, Fishing, and Forestry Occupations",major,1010,15.20%,2.556,0.8,$17.67 ,$18.69 ,"$38,880 ",3.80%
ND,47-0000,Construction and Extraction Occupations,major,28000,2.20%,70.868,1.71,$23.63 ,$27.69 ,"$57,600 ",1.10%
ND,49-0000,"Installation, Maintenance, and Repair Occupations",major,21120,2.00%,53.473,1.35,$23.65 ,$27.35 ,"$56,880 ",0.60%
ND,51-0000,Production Occupations,major,22200,2.00%,56.195,0.94,$22.56 ,$24.89 ,"$51,780 ",2.10%
ND,53-0000,Transportation and Material Moving Occupations,major,39500,2.10%,99.991,1.11,$21.19 ,$22.49 ,"$46,770 ",1.00%
OK,11-0000,Management Occupations,major,84900,1.00%,54.497,0.86,$40.01 ,$48.61 ,"$101,100 ",0.70%
OK,13-0000,Business and Financial Operations Occupations,major,86510,1.10%,55.532,0.86,$29.85 ,$33.60 ,"$69,880 ",0.80%
OK,15-0000,Computer and Mathematical Occupations,major,32700,2.20%,20.99,0.64,$35.62 ,$37.26 ,"$77,500 ",1.30%
OK,17-0000,Architecture and Engineering Occupations,major,27040,2.10%,17.358,1,$37.63 ,$42.97 ,"$89,380 ",1.20%
OK,19-0000,"Life, Physical, and Social Science Occupations",major,9300,2.80%,5.973,0.66,$29.86 ,$34.91 ,"$72,610 ",1.50%
OK,21-0000,Community and Social Service Occupations,major,23580,2.10%,15.134,0.95,$21.14 ,$22.73 ,"$47,290 ",0.90%
OK,23-0000,Legal Occupations,major,12140,3.60%,7.795,0.93,$30.56 ,$40.98 ,"$85,240 ",3.00%
OK,25-0000,Educational Instruction and Library Occupations,major,91060,0.70%,58.456,1.01,,,,
OK,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,14260,2.50%,9.153,0.71,$18.45 ,$21.81 ,"$45,350 ",1.50%
OK,29-0000,Healthcare Practitioners and Technical Occupations,major,101600,1.00%,65.219,1.05,$29.20 ,$37.64 ,"$78,280 ",1.70%
OK,31-0000,Healthcare Support Occupations,major,55520,1.40%,35.64,0.76,$13.82 ,$14.14 ,"$29,410 ",0.70%
OK,33-0000,Protective Service Occupations,major,38670,1.60%,24.823,1.03,$19.01 ,$22.06 ,"$45,890 ",0.70%
OK,35-0000,Food Preparation and Serving Related Occupations,major,153020,1.00%,98.226,1.24,$10.72 ,$11.81 ,"$24,550 ",1.50%
OK,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,45170,1.90%,28.997,0.99,$13.21 ,$13.47 ,"$28,020 ",0.80%
OK,39-0000,Personal Care and Service Occupations,major,26260,2.70%,16.856,0.93,$11.21 ,$13.32 ,"$27,700 ",1.10%
OK,41-0000,Sales and Related Occupations,major,151120,1.30%,97.01,1.03,$13.84 ,$18.36 ,"$38,180 ",1.30%
OK,43-0000,Office and Administrative Support Occupations,major,213940,0.70%,137.336,1.06,$17.48 ,$18.23 ,"$37,920 ",0.40%
OK,45-0000,"Farming, Fishing, and Forestry Occupations",major,3490,6.80%,2.239,0.7,$14.30 ,$16.46 ,"$34,240 ",1.90%
OK,47-0000,Construction and Extraction Occupations,major,79440,1.40%,50.995,1.23,$21.64 ,$22.91 ,"$47,640 ",0.80%
OK,49-0000,"Installation, Maintenance, and Repair Occupations",major,73000,1.30%,46.863,1.18,$22.65 ,$23.55 ,"$48,990 ",0.50%
OK,51-0000,Production Occupations,major,97420,1.00%,62.535,1.05,$18.09 ,$20.58 ,"$42,810 ",0.50%
OK,53-0000,Transportation and Material Moving Occupations,major,137670,1.10%,88.372,0.99,$14.83 ,$18.15 ,"$37,760 ",0.70%
AL,11-0000,Management Occupations,major,22750,1.60%,76.903,1.22,$47.51 ,$51.99 ,"$108,140 ",0.90%
AR,43-0000,Office and Administrative Support Occupations,major,144260,0.90%,121.126,0.93,$17.06 ,$17.86 ,"$37,150 ",0.30%
AR,53-0000,Transportation and Material Moving Occupations,major,133880,0.80%,112.406,1.25,$14.75 ,$18.27 ,"$38,000 ",0.80%
AR,41-0000,Sales and Related Occupations,major,118330,0.90%,99.356,1.06,$13.63 ,$18.38 ,"$38,220 ",1.10%
AR,51-0000,Production Occupations,major,109230,0.80%,91.714,1.54,$17.40 ,$18.47 ,"$38,420 ",0.50%
AR,35-0000,Food Preparation and Serving Related Occupations,major,101030,0.90%,84.826,1.07,$11.39 ,$12.33 ,"$25,650 ",0.50%
AR,29-0000,Healthcare Practitioners and Technical Occupations,major,79780,0.80%,66.987,1.07,$28.68 ,$37.52 ,"$78,040 ",1.80%
AR,11-0000,Management Occupations,major,73670,1.30%,61.855,0.98,$37.09 ,$44.45 ,"$92,460 ",0.90%
AR,25-0000,Educational Instruction and Library Occupations,major,72210,0.70%,60.632,1.04,$22.84 ,$23.97 ,"$49,850 ",0.60%
AR,13-0000,Business and Financial Operations Occupations,major,57510,1.00%,48.287,0.75,$29.11 ,$32.31 ,"$67,190 ",0.60%
AR,49-0000,"Installation, Maintenance, and Repair Occupations",major,56430,1.20%,47.38,1.2,$21.49 ,$22.28 ,"$46,340 ",0.50%
AR,31-0000,Healthcare Support Occupations,major,48980,1.60%,41.124,0.88,$13.58 ,$14.08 ,"$29,280 ",0.50%
AR,47-0000,Construction and Extraction Occupations,major,44830,1.90%,37.637,0.91,$18.10 ,$20.15 ,"$41,910 ",0.80%
AR,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,32500,1.60%,27.285,0.94,$11.92 ,$13.61 ,"$28,300 ",0.60%
AR,33-0000,Protective Service Occupations,major,26180,1.40%,21.978,0.91,$17.86 ,$19.38 ,"$40,310 ",1.10%
AR,15-0000,Computer and Mathematical Occupations,major,22660,2.20%,19.029,0.58,$36.89 ,$36.70 ,"$76,340 ",1.60%
AR,39-0000,Personal Care and Service Occupations,major,16090,3.00%,13.506,0.74,$11.48 ,$13.78 ,"$28,660 ",1.00%
AR,21-0000,Community and Social Service Occupations,major,13450,1.80%,11.29,0.71,$18.50 ,$21.75 ,"$45,230 ",0.80%
AR,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,10800,4.00%,9.071,0.7,$18.33 ,$23.14 ,"$48,140 ",1.80%
AR,17-0000,Architecture and Engineering Occupations,major,10680,2.00%,8.964,0.52,$33.83 ,$35.78 ,"$74,420 ",1.40%
AR,19-0000,"Life, Physical, and Social Science Occupations",major,6900,3.70%,5.796,0.64,$28.48 ,$30.53 ,"$63,510 ",1.20%
AR,23-0000,Legal Occupations,major,6610,5.00%,5.553,0.66,$24.50 ,$35.53 ,"$73,890 ",4.50%
AR,45-0000,"Farming, Fishing, and Forestry Occupations",major,5000,3.70%,4.196,1.31,$14.26 ,$17.26 ,"$35,910 ",1.50%
AZ,11-0000,Management Occupations,major,187280,1.20%,65.012,1.03,$47.08 ,$52.31 ,"$108,810 ",1.30%
AZ,13-0000,Business and Financial Operations Occupations,major,192980,1.10%,66.992,1.04,$30.28 ,$35.29 ,"$73,390 ",0.90%
AZ,15-0000,Computer and Mathematical Occupations,major,103280,1.70%,35.852,1.09,$40.06 ,$44.48 ,"$92,530 ",1.90%
AZ,17-0000,Architecture and Engineering Occupations,major,47150,1.90%,16.368,0.95,$38.16 ,$43.71 ,"$90,910 ",0.90%
AZ,19-0000,"Life, Physical, and Social Science Occupations",major,19390,2.50%,6.732,0.74,$30.16 ,$33.70 ,"$70,090 ",1.20%
AZ,21-0000,Community and Social Service Occupations,major,44960,1.80%,15.607,0.98,$22.69 ,$23.65 ,"$49,200 ",0.70%
AZ,23-0000,Legal Occupations,major,23740,2.90%,8.242,0.99,$36.96 ,$43.75 ,"$91,000 ",3.70%
AZ,25-0000,Educational Instruction and Library Occupations,major,138450,0.60%,48.061,0.83,$23.06 ,$25.05 ,"$52,100 ",0.40%
AZ,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,29210,3.70%,10.141,0.79,$22.83 ,$26.37 ,"$54,840 ",2.10%
AZ,29-0000,Healthcare Practitioners and Technical Occupations,major,173790,1.10%,60.328,0.97,$36.66 ,$44.15 ,"$91,820 ",0.90%
AZ,31-0000,Healthcare Support Occupations,major,131930,1.70%,45.798,0.98,$14.29 ,$16.32 ,"$33,940 ",0.50%
AZ,33-0000,Protective Service Occupations,major,80960,0.90%,28.103,1.17,$21.25 ,$24.21 ,"$50,360 ",0.50%
AZ,35-0000,Food Preparation and Serving Related Occupations,major,244670,1.30%,84.936,1.07,$14.18 ,$16.51 ,"$34,340 ",1.20%
AZ,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,79510,1.10%,27.602,0.95,$14.41 ,$15.96 ,"$33,190 ",0.60%
AZ,39-0000,Personal Care and Service Occupations,major,48150,2.40%,16.716,0.92,$14.30 ,$17.31 ,"$36,000 ",1.30%
AZ,41-0000,Sales and Related Occupations,major,265370,1.10%,92.122,0.98,$14.54 ,$21.55 ,"$44,830 ",0.90%
AZ,43-0000,Office and Administrative Support Occupations,major,432850,0.70%,150.26,1.16,$18.10 ,$20.11 ,"$41,830 ",0.30%
AZ,45-0000,"Farming, Fishing, and Forestry Occupations",major,10290,6.20%,3.571,1.11,$14.08 ,$15.99 ,"$33,260 ",1.10%
AZ,47-0000,Construction and Extraction Occupations,major,135000,1.50%,46.865,1.13,$22.77 ,$24.11 ,"$50,150 ",0.70%
AZ,49-0000,"Installation, Maintenance, and Repair Occupations",major,120500,1.70%,41.832,1.06,$22.75 ,$24.37 ,"$50,690 ",0.60%
AZ,51-0000,Production Occupations,major,113790,1.30%,39.5,0.66,$18.13 ,$20.62 ,"$42,900 ",0.50%
AZ,53-0000,Transportation and Material Moving Occupations,major,257420,1.10%,89.36,1,$17.72 ,$19.83 ,"$41,240 ",0.40%
AK,11-0000,Management Occupations,major,22750,1.60%,76.903,1.22,$47.51 ,$51.99 ,"$108,140 ",0.90%
AK,13-0000,Business and Financial Operations Occupations,major,12740,1.90%,43.057,0.67,$37.16 ,$39.38 ,"$81,910 ",0.90%
AK,15-0000,Computer and Mathematical Occupations,major,4910,4.50%,16.593,0.5,$38.01 ,$40.07 ,"$83,340 ",2.10%
AK,17-0000,Architecture and Engineering Occupations,major,6840,4.30%,23.119,1.34,$47.15 ,$49.96 ,"$103,910 ",1.60%
AK,19-0000,"Life, Physical, and Social Science Occupations",major,6700,2.10%,22.632,2.5,$36.00 ,$37.71 ,"$78,430 ",1.00%
AK,21-0000,Community and Social Service Occupations,major,6400,2.80%,21.614,1.36,$25.45 ,$27.91 ,"$58,040 ",1.10%
AK,23-0000,Legal Occupations,major,2260,4.00%,7.649,0.91,$40.33 ,$46.52 ,"$96,760 ",2.00%
AK,25-0000,Educational Instruction and Library Occupations,major,19260,1.90%,65.109,1.12,$29.31 ,$30.05 ,"$62,510 ",1.40%
AK,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,3090,4.40%,10.433,0.81,$23.04 ,$24.85 ,"$51,700 ",1.60%
AK,29-0000,Healthcare Practitioners and Technical Occupations,major,19460,1.50%,65.754,1.05,$38.72 ,$50.80 ,"$105,660 ",2.10%
AK,31-0000,Healthcare Support Occupations,major,12830,2.40%,43.356,0.92,$18.06 ,$20.23 ,"$42,080 ",1.00%
AK,33-0000,Protective Service Occupations,major,8510,2.10%,28.776,1.2,$28.47 ,$30.99 ,"$64,470 ",2.50%
AK,35-0000,Food Preparation and Serving Related Occupations,major,23410,1.80%,79.137,1,$14.14 ,$15.74 ,"$32,730 ",1.40%
AK,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,9000,3.20%,30.42,1.04,$17.45 ,$18.02 ,"$37,490 ",1.10%
AK,39-0000,Personal Care and Service Occupations,major,5370,5.00%,18.136,1,$14.77 ,$18.64 ,"$38,760 ",3.10%
AK,41-0000,Sales and Related Occupations,major,21240,1.50%,71.773,0.76,$17.34 ,$19.95 ,"$41,500 ",1.10%
AK,43-0000,Office and Administrative Support Occupations,major,38800,1.10%,131.151,1.01,$22.56 ,$23.15 ,"$48,150 ",0.40%
AK,45-0000,"Farming, Fishing, and Forestry Occupations",major,610,17.20%,2.056,0.64,$17.34 ,$21.15 ,"$43,990 ",5.70%
AK,47-0000,Construction and Extraction Occupations,major,18280,1.90%,61.797,1.49,$30.06 ,$34.34 ,"$71,420 ",1.40%
AK,49-0000,"Installation, Maintenance, and Repair Occupations",major,16740,3.10%,56.586,1.43,$29.34 ,$31.84 ,"$66,230 ",1.30%
AK,51-0000,Production Occupations,major,9630,3.80%,32.548,0.55,$22.81 ,$25.93 ,"$53,930 ",1.80%
AK,53-0000,Transportation and Material Moving Occupations,major,27040,1.80%,91.402,1.02,$22.14 ,$26.90 ,"$55,940 ",1.20%
